#============================================================================================
#ANSOFT                                                                              10/31/19
#Patch Transfer Function                                                             18:33:59
#
#--------------------------------------------------------------------------------------------
#        Freq [GHz]               vRe []               vIm []
20.000000000000000     0.001651379799207    -0.000531455576530
20.010000000000002     0.001652094930798    -0.000534356140939
20.020000000000000     0.001652808974603    -0.000537263495932
20.030000000000001     0.001653521806448    -0.000540177678760
20.039999999999999     0.001654233520706    -0.000543098718607
20.050000000000001     0.001654944077640    -0.000546026663279
20.059999999999999     0.001655653422613    -0.000548961527057
20.070000000000000     0.001656361615230    -0.000551903336638
20.079999999999998     0.001657068590919    -0.000554852178326
20.090000000000000     0.001657774369548    -0.000557808063296
20.100000000000001     0.001658478926281    -0.000560770987203
20.109999999999999     0.001659182196548    -0.000563741058699
20.120000000000001     0.001659884279690    -0.000566718220665
20.129999999999999     0.001660585081331    -0.000569702603485
20.140000000000001     0.001661284631275    -0.000572694192258
20.149999999999999     0.001661982869917    -0.000575693028584
20.160000000000000     0.001662679822092    -0.000578699165237
20.170000000000002     0.001663375477866    -0.000581712612151
20.180000000000000     0.001664069767701    -0.000584733441349
20.190000000000001     0.001664762746233    -0.000587761662764
20.199999999999999     0.001665454353859    -0.000590797312409
20.210000000000001     0.001666144640248    -0.000593840480931
20.219999999999999     0.001666833496126    -0.000596891144737
20.230000000000000     0.001667520981098    -0.000599949353498
20.239999999999998     0.001668207085228    -0.000603015164334
20.250000000000000     0.001668891704210    -0.000606088579730
20.260000000000002     0.001669574952284    -0.000609169711444
20.270000000000000     0.001670256735079    -0.000612258523464
20.280000000000001     0.001670937062526    -0.000615355096506
20.289999999999999     0.001671615840253    -0.000618459471548
20.300000000000001     0.001672293182501    -0.000621571648589
20.309999999999999     0.001672969024699    -0.000624691710828
20.320000000000000     0.001673643332078    -0.000627819657024
20.329999999999998     0.001674316025164    -0.000630955596450
20.340000000000000     0.001674987203299    -0.000634099500547
20.350000000000001     0.001675656831714    -0.000637251428920
20.359999999999999     0.001676324845836    -0.000640411449864
20.370000000000001     0.001676991225797    -0.000643579599392
20.379999999999999     0.001677656065972    -0.000646755873779
20.390000000000001     0.001678319167678    -0.000649940362430
20.399999999999999     0.001678980625290    -0.000653133101358
20.410000000000000     0.001679640409005    -0.000656334126573
20.420000000000002     0.001680298518822    -0.000659543440559
20.430000000000000     0.001680954875270    -0.000662761148866
20.440000000000001     0.001681609528018    -0.000665987281296
20.449999999999999     0.001682262457199    -0.000669221873860
20.460000000000001     0.001682913583339    -0.000672464943943
20.469999999999999     0.001683562876637    -0.000675716569777
20.480000000000000     0.001684210421532    -0.000678976787371
20.489999999999998     0.001684856128617    -0.000682245631496
20.500000000000000     0.001685499968090    -0.000685523138163
20.510000000000002     0.001686141974721    -0.000688809371944
20.520000000000000     0.001686782064068    -0.000692104399892
20.530000000000001     0.001687420260969    -0.000695408239395
20.539999999999999     0.001688056515751    -0.000698720916527
20.550000000000001     0.001688690823449    -0.000702042489653
20.559999999999999     0.001689323169160    -0.000705373034520
20.570000000000000     0.001689953513149    -0.000708712577204
20.579999999999998     0.001690581825613    -0.000712061147509
20.590000000000000     0.001691208161190    -0.000715418843533
20.600000000000001     0.001691832370868    -0.000718785644167
20.609999999999999     0.001692454563922    -0.000722161661169
20.620000000000001     0.001693074626110    -0.000725546898264
20.629999999999999     0.001693692567366    -0.000728941426234
20.640000000000001     0.001694308377757    -0.000732345267429
20.649999999999999     0.001694921977809    -0.000735758497598
20.660000000000000     0.001695533432093    -0.000739181162685
20.670000000000002     0.001696142616434    -0.000742613302427
20.680000000000000     0.001696749565601    -0.000746054960286
20.690000000000001     0.001697354274627    -0.000749506216976
20.699999999999999     0.001697956664039    -0.000752967089882
20.710000000000001     0.001698556728870    -0.000756437642335
20.719999999999999     0.001699154454219    -0.000759917957531
20.730000000000000     0.001699749840086    -0.000763408020570
20.739999999999998     0.001700342806997    -0.000766907915893
20.750000000000000     0.001700933345020    -0.000770417689443
20.760000000000002     0.001701521409450    -0.000773937419453
20.770000000000000     0.001702107015188    -0.000777467130757
20.780000000000001     0.001702690162235    -0.000781006886685
20.789999999999999     0.001703270741315    -0.000784556713315
20.800000000000001     0.001703848787198    -0.000788116707504
20.809999999999999     0.001704424180674    -0.000791686920165
20.820000000000000     0.001704997040954    -0.000795267372406
20.829999999999998     0.001705567194189    -0.000798858141219
20.840000000000000     0.001706134660248    -0.000802459239019
